date change,STATUS,voorveerkit,achterveerkit,combikit,MERK,TYPE,Year,FORK HYPERPRO NR,FORK HYPERPRO OIL,OILLEVEL,FORK SPRING PRELOAD,FORK STATIC SAG,FORK COMPRESION,FORK REBOUND,FORK EXTRA INFO,REAR HYPERPRO NR,REAR SPRING PRELOAD,REAR STATIC SAG,REAR COMPRESION,REAR REBOUND,REAR EXTRA INFO,PROD_EXTRA_INF,chassis nummer,eu nummer
,,SP-YA04-SSA004,SP-YA04-SOD004,SP-YA04-SOE004,YAMAHA,XJR 400 R (WITH BREMBO + OHLINS),96 >,0390,SAE 15,120 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,!!! RAISE FORKLEGS 20 MM TROUGH UPPER TRIPLE CLAMP !!! (USE STANDARD PRELOAD BUSH L=150MM),0249,POS. 1 - 2 (18MM),10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,ONLY OHLINS: CLIP-RING; 2 OF 3.     STEP-RING; 2 OF 3,,,
,,SP-YA04-SSA003,SP-YA04-SOD003,SP-YA04-SOE003,YAMAHA,XJR 400 + XJR 400 S (WITH OHLINS STEREO),93-96,0237,SAE 10,125 MM,,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,RAISE FORKLEGS 20 MM TROUGH UPPER TRIPPLE CLAMP. YES THE HYPERPRO SPRING SHOULD BE 20MM SHORTER THEN OEM.,0249,POS. 1-2 (18 MM),10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,ONLY OHLINS: CLIP-RING; 2 OF 3.          STEP- RING; 2 OF 3,,,
,,SP-YA04-SSA002,SP-YA04-SSD002,SP-YA04-SSE002,YAMAHA,SR 400 DRUM BRAKE,77 -00,0328,SAE 20,150 MM,NOT ADJUSTABLE,20 MM,PRESSURE: 0.0 BAR,NOT ADJUSTABLE,DO NOT USE STANDARD PRELOAD-BUSH / DO NOT PRESSURIZE FORK,0329,POS. 1-3 OF 5,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,
,,SP-YA04-SSA001,SP-YA04-SSB001,SP-YA04-SSC001,YAMAHA,FZR 400 RR,< 93-,0026,SAE 15,95 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0162,16 MM,10 MM,,,,,4 DX,
,,SP-YA04-SSA012,,,YAMAHA,YZ 400 F CROSS,98-00,2097,SAE 10,130 MM,,,,,,,,,,,,,,
2025-05-17,,SP-YA03-SSA009,SP-YA03-SSD009,SP-YA03-SSE009,YAMAHA,X-MAX 300,17-25,1677,SAE 15,160 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,"Yes the HYPERPRO spring should be 10mm shorter then OEM , use OEM 165mm preload bush",1678,POS 1-2,10 MM,,,,,SH08,e13*168/2013*00043
,,SP-YA03-SSD002,SP-YA03-SSB002,SP-YA03-SSQ002,YAMAHA,BANSHEE 350,98-06,1092,NO OIL,TWIN FRONT,1-2 POS.,20 MM,,,,0153,14 MM,15 MM,,,,,,
2017-11-30,C,,,,YAMAHA,"WR 450 F 0,50 KG/mm",12-15,352-050,"SAE 7,5",120 MM,,,,,,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 0,42 KG/mm",06-09,352-042,"SAE 7,5",300 CC,,,,,,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 0,40 KG/mm",06-09,352-040,"SAE 7,5",300 CC,,,,,,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 0,38 KG/mm",06-09,352-038,"SAE 7,5",300 CC,,,,,,,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 450 F  6,0 KG/mm",10-22,,,,,,,,,460-060,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 450 F  5,7 KG/mm",10-22,,,,,,,,,460-057,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 450 F  5,4 KG/mm",10-22,,,,,,,,,460-054,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 450 F  5,1 KG/mm",10-22,,,,,,,,,460-051,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 450 F  4,8 KG/mm",10-22,,,,,,,,,460-048,,,,,,,,
,,SP-YA05-SSA006,,,YAMAHA,XT 500,76-89,2050,SAE 10,180 MM,,,,,,,,,,,,,1U6,A 263
2025-05-17,L,SP-YA03-SSA010,SP-YA03-SSD010,SP-YA03-SSE010,YAMAHA,X-MAX 300 25mm lower,17-25,1679,SAE 15,150 MM,NOT ADJUSTABLE,45 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,"Yes the HYPERPRO spring should be 15mm shorter then OEM , use OEM 165mm preload bush",1680,POS 1-2,30 MM,,,"for more free stroke , cut 10mm from the bumprubber on the shock.",,SH08,e13*168/2013*00043
2017-12-15,,SL-YA03-SSA007,,,YAMAHA,YZF R3 LINEAR 8 N/mm,15-18,1655,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2021-12-21,C,,,,YAMAHA,"YZ 450 F 0,50 KG/mm",14-22,322-050,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2021-12-21,C,,,,YAMAHA,"YZ 450 F 0,45 KG/mm",14-22,322-045,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2021-12-21,C,,,,YAMAHA,"YZ 450 F 0,40 KG/mm",14-22,322-040,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2021-12-21,C,,,,YAMAHA,"YZ 450 F 0,38 KG/mm",14-22,322-038,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2019-03-18,,SL-YA03-SSA012,,,YAMAHA,MT-03 (MTN320 ) LINEAR 7 N/mm,16-19,1657,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2019-03-18,,SL-YA03-SSA011,,,YAMAHA,"MT-03 (MTN320 ) LINEAR 7,5 N/mm",16-19,1656,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2019-03-18,,SL-YA03-SSA010,,,YAMAHA,MT-03 (MTN320 ) LINEAR 8 N/mm,16-19,1655,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2017-12-15,,SL-YA03-SSA009,,,YAMAHA,YZF R3 LINEAR 7 N/mm,15-18,1657,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2017-12-15,,SL-YA03-SSA008,,,YAMAHA,"YZF R3 LINEAR 7,5 N/mm",15-18,1656,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2022-04-28,C,,,,YAMAHA,"YZ 450 F  4,5 KG/mm",10-22,,,,,,,,,460-045,,,,,,,,
2025-10-29,,SP-YA07-SSA048,SP-YA07-SSB048,SP-YA07-SSC048,YAMAHA,TENERE 700,25-26,1930,2x SAE 10,110 MM,7 rings out,45 MM,15 CLICKS OPEN,14 CLICKS OPEN,MOUNT THE PROGRESSIVE SIDE UP (SLIGHTLY PINCHED). MOUNT THE FORK 10 MM THROUGH THE TRIPLE CLAMP,1931,HPA 5-10 clicks,30 mm,10 clicks open,12 clicks open,,,DM20,
2025-10-29,ud,,,,YAMAHA,TENERE 700 (factory LOW),25-26,,2x SAE 10,110 MM,7 rings out,45 MM,15 CLICKS OPEN,14 CLICKS OPEN,MOUNT THE PROGRESSIVE SIDE UP (SLIGHTLY PINCHED). MOUNT THE FORK 10 MM THROUGH THE TRIPLE CLAMP,,,,,,,,,
2025-10-29,L,SP-YA07-SSA049,,,YAMAHA,TENERE 700 25MM LOWER,25-26,1931,2x SAE 10,110 MM,7 rings out,70 MM,15 CLICKS OPEN,14 CLICKS OPEN,MOUNT THE PROGRESSIVE SIDE UP (SLIGHTLY PINCHED). MOUNT THE FORK 10 MM THROUGH THE TRIPLE CLAMP,,HPA MIN clicks,40 mm,10 clicks open,12 clicks open,,,DM20,
2016-11-30,,SP-YA07-SSA018,SP-YA07-SSB018,SP-YA07-SSC018,YAMAHA,MT-07 (FZ-07 usa) 20mm lower,14-17,1518,SAE 15,150 MM,NOT ADJUSTABLE,40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 150 MM PRELOAD BUSH / YES THE SPRING SHOULD BE 15 MM SHORTER THEN ORIGINAL,1306,OEM POSITION,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,RM04,1WS1
2020-04-25,,SP-YA05-SSA014,SP-YA05-SSB014,SP-YA05-SSC014,YAMAHA,XP 530 (E and SX) Tmax,17-19,1142,SAE 15,110 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1137,NOT ADJUSTABLE,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,REMOVE CENT.FRONT COVER TO ACCES UP. TR. CLAMP,SJ14,e13*168/2013*00047*02
2019-05-17,L,SP-YA05-SSA013,SP-YA05-SSB013,SP-YA05-SSC013,YAMAHA,XP 530 DX Tmax  20MM LOWER,17-19,1138,SAE 15,90 MM,NOT ADJUSTABLE,40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT THE FORK 5MM THROUGH THE TRIPLE CLAMP,1355,POS 1,30 MM,NOT ADJUSTABLE,1 TURN OPEN,,REMOVE CENT.FRONT COVER TO ACCES UP. TR. CLAMP,SJ14,e13*168/2013*00047*02
2023-12-13,L,,SP-YA06-SSB047,,YAMAHA,YZF 600 R6 (RJ27) 20-25mm lower,17-24,,,,MINIMAL,,,,MOUNT THE FORK  20MM THROUGH THE TRIPLE CLAMP,0609,3 mm,35 mm,LOW COMPR. 9-11 KLICKS OPEN,8 KLICKS  open,for max lowering remove the 3mm spacer part 13S-222243 from the Frame Fork (topside of the shock mount),,RJ27,e13*168/2013*00081
2023-12-13,,SP-YA06-SSA046,SP-YA06-SSB046,SP-YA06-SSC046,YAMAHA,YZF 600 R6 (RJ27),17-24,1729,"SAE 7,5",130 MM,10 Turns out,24 MM,8 KLICKS,8 KLICKS,"YES THE HYPERPRO SPRING SHOULD BE 5MM LONGER THEN OEM, mount the pinched side up.",0620,8-10 mm,10 mm,LOW COMPR. 9-11 KLICKS OPEN,5 KLICKS  open,with sport exhaust reduce preload to get the right sag.,,RJ27,e13*168/2013*00081
2017-11-20,UD,SP-YA06-SSA045UD,,,YAMAHA,YZF 600 R6,2016,,,,,,,,,,,,,,,,,
2019-05-17,,SP-YA05-SSA012,SP-YA05-SSB012,SP-YA05-SSC012,YAMAHA,XP 530 DX Tmax,17-19,1142,SAE 15,110 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1328,POS 1-2,10 MM,NOT ADJUSTABLE,1 TURN OPEN,,REMOVE CENT.FRONT COVER TO ACCES UP. TR. CLAMP,SJ14,e13*168/2013*00047*02
2025-03-12,,SP-YA05-SSA011,SP-YA05-SSB011,SP-YA05-SSC011,YAMAHA,XP 530 Tmax (ABS) UPSD FORK,15-16,1142,SAE 15,110 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1561,,5-10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,"If fitment is tight, remove the plastic sleeve in the shock.",,,
2019-09-09,L,SP-YA07-SSA023,SP-YA07-SSB023,SP-YA07-SSC023,YAMAHA,MT-07 Tracer (FJ-07 usa) 25mm lower,16-19,1006,SAE 15,150 MM,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 150MM PRELOAD BUSH. raise the fork 15 mm through the triple clamp,1660,pos 1,40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,RM14,e13*168/2013*0024
2019-09-09,,SP-YA07-SSA021,SP-YA07-SSB021,SP-YA07-SSC021,YAMAHA,MT-07 Tracer (FJ-07 usa),16-19,1555,SAE 15,150 MM,NOT ADJUSTABLE,20-25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 150MM PRELOAD BUSH,1161,pos 2-3,10-15 mm,NOT ADJUSTABLE,NOT ADJUSTABLE,,,RM14,e13*168/2013*0024
2021-05-21,,SP-YA06-SSA048,SP-YA06-SSB048,SP-YA06-SSC048,YAMAHA,XT 660 ZA TENERE ABS (2BE)(DM04),12-15,1738,SAE 15,500 CC,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 245 MM PRELOAD BUSH / RAISE FORKS 10 MM THROUGHT TRIPLECLAMP,0584,POS 2-4,15-20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,DM04,e13*2002/24*0565*00
,,SL-YA06-SSA008,,,YAMAHA,YZF 600 R6 LINEAR 9 N/mm,99-02,1170,SAE 10,130 MM,5-7 RINGS OUT,24 (+/- 5) MM,5-7 (+/- 2) CLICKS OPEN,4-6 (+/- 2) CLICKS  OPEN,,,,,,,,,,
2024-01-04,,SP-YA07-SSA019,SP-YA07-SSB019,SP-YA07-SSC019,YAMAHA,XSR 700,16-24,1603,SAE 15,150 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 150 MM PRELOAD BUSH,1733,pos 2,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,1WS
2023-12-13,L,SP-YA07-SSA025,SP-YA07-SSB025,SP-YA07-SSC025,YAMAHA,MT-07  20mm lower,18-24,1518,SAE 15,150 MM,NOT ADJUSTABLE,40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 150 MM PRELOAD BUSH / YES THE SPRING SHOULD BE 15 MM SHORTER THEN ORIGINAL,1306,pos 1,30 MM,NOT ADJUSTABLE,"0,5 turn open",,,RM17,
2018-07-04,,SP-YA07-SSA017,SP-YA07-SSB017,SP-YA07-SSC017,YAMAHA,MT-07 (FZ-07 usa),14-17,1603,SAE 15,150 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 150 MM PRELOAD BUSH,1733,pos 2,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,RM04,1WS1
,,SP-YA07-SSA016,,,YAMAHA,XV 700 Virago,84-87,1027,SAE 15,160 MM,NOT ADJUSTABLE,35-40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
,,SP-YA07-SSA015,,,YAMAHA,XS 750,79>,0227,SAE 15,160 MM,,,,,,,,,,,,,1T5,A 260
,,SP-YA07-SSA014,,,YAMAHA,XS 750,77-78,2075,SAE 15,140 MM,,,,,,,,,,,,,1T5,A 260
,,SP-YA07-SSA013,,,YAMAHA,XJ 750 SECA,81>,2003,SAE 15,160 MM,,,,,,,,,,,,,11M,C496
,,SP-YA07-SSA012,,,YAMAHA,XJ 750 /F,84>,1049,SAE 10,160 MM,,,,,,,,,,,,,41Y,D 319
,,SP-YA07-SSA011,,,YAMAHA,XJ 750,82-83,1049,SAE 10,160 MM,,,,,,,,,,,,,11M,C496
2020-04-23,,SP-YA07-SSA010,,,YAMAHA,FZX 750 FAZER (also FZX700),86-91,1049,SAE 10,150 MM,,,,,,,,,,,,,2JE,E 487
,,SP-YA07-SSA009,,,YAMAHA,FZR 750 R,88-92,2019,"SAE 7,5",150 MM,,,,,,,,,,,,,3 CU,
,,SP-YA07-SSA008,,,YAMAHA,FZ 750,85-86,2009,SAE 10,140 MM,,,,,,,,,,,,,1FN,D 795
,,SP-YA07-SSA007,,,YAMAHA,XV 750 SE,81-84,1026,SAE 15,150 MM,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,5G5,C 144
2024-01-04,L,SP-YA07-SSA020,SP-YA07-SSB020,SP-YA07-SSC020,YAMAHA,XSR 700 20mm lower,16-24,1518,SAE 15,150 MM,NOT ADJUSTABLE,40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 150 MM PRELOAD BUSH / YES THE SPRING SHOULD BE 15 MM SHORTER THEN ORIGINAL,1306,OEM POSITION,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,1WS
,,SL-YA06-SSA022,,,YAMAHA,FZS 600 FAZER LINEAR 9 N/mm,98-03,1279,SAE 20,150 MM,NOT AD/ 00> 6 RINGS,28 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKLEGS 15 MM TROUGH UPPER TRIPLE-CLAMP (STANDARD 0 MM),,,,,,,,RJ02,
,,SL-YA06-SSA009,,,YAMAHA,YZF 600 R6 LINEAR 10 N/mm,99-02,1171,SAE 10,130 MM,5-7 RINGS OUT,24 (+/- 5) MM,5-7 (+/- 2) CLICKS OPEN,4-6 (+/- 2) CLICKS  OPEN,,,,,,,,,,
2016-11-14,,SL-YA06-SSA010,,,YAMAHA,"XJ 600 DIVERSION LINEAR 8,5 N/mm",98-02,1245,SAE 15,140 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE SPRING SHOULD BE 40 MM SHORTER AS IT IS MUCH HARDER THEN ORIGINAL,,,,,,,,,
2016-11-14,,SL-YA06-SSA011,,,YAMAHA,XJ 600 DIVERSION LINEAR 9 N/mm,98-02,1246,SAE 15,140 MM,NOT ADJUSTABLE,29 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE SPRING SHOULD BE 40 MM SHORTER AS IT IS MUCH HARDER THEN ORIGINAL,,,,,,,,,
2016-11-14,,SL-YA06-SSA012,,,YAMAHA,"XJ 600 DIVERSION LINEAR 9,5 N/mm",98-02,1247,SAE 15,140 MM,NOT ADJUSTABLE,28 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE SPRING SHOULD BE 40 MM SHORTER AS IT IS MUCH HARDER THEN ORIGINAL,,,,,,,,,
,,SL-YA06-SSA013,,,YAMAHA,"YZF 600 R6 LINEAR 8,5 N/mm",03-04,1258,SAE 10,125 MM,4 RINGS OUT,22 MM,4 - 5 CLICKS OPEN,5 - 6 CLICKS OPEN,,,,,,,,,,
,,SL-YA06-SSA014,,,YAMAHA,YZF 600 R6 LINEAR 9 N/mm,03-04,1259,SAE 10,125 MM,4 RINGS OUT,22 MM,4 - 5 CLICKS OPEN,5 - 6 CLICKS OPEN,,,,,,,,,,
,,SL-YA06-SSA015,,,YAMAHA,"YZF 600 R6 LINEAR 9,5 N/mm",03-04,1260,SAE 10,125 MM,5 RINGS OUT,22 MM,4 - 5 CLICKS OPEN,5 - 6 CLICKS OPEN,,,,,,,,,,
,,SL-YA06-SSA016,,,YAMAHA,YZF 600 R6 LINEAR 10 N/mm,03-04,1261,SAE 10,125 MM,5 RINGS OUT,22 MM,4 - 5 CLICKS OPEN,5 - 6 CLICKS OPEN,,,,,,,,,,
2023-10-06,,SL-YA06-SSA017,,,YAMAHA,"FZR 600 R  & YZF 600 THUNDERCAT LINEAR 8,5 N/mm",95-01,1274,SAE 10,130 MM,+/- 2 RINGS,23 MM,5 CLCKS OPEN,5 CLICKS OPEN,,,,,,,,,4TV / WD,
2023-10-06,,SL-YA06-SSA018,,,YAMAHA,FZR 600 R  & YZF 600 THUNDERCAT LINEAR 9 N/mm,95-01,1275,SAE 10,130 MM,+/- 3 RINGS,23 MM,5 CLCKS OPEN,5 CLICKS OPEN,,,,,,,,,4TV / WD,
2023-10-06,,SL-YA06-SSA019,,,YAMAHA,"FZR 600 R  & YZF 600 THUNDERCAT LINEAR 9,5 N/mm",95-01,1276,SAE 10,130 MM,+/- 4 RINGS,23 MM,5 CLCKS OPEN,5 CLICKS OPEN,,,,,,,,,4TV / WD,
2020-04-25,L,SP-YA05-SSA015,SP-YA05-SSB015,SP-YA05-SSC015,YAMAHA,XP 530 (E and SX) Tmax 20MM LOWER,17-19,1138,SAE 15,90 MM,NOT ADJUSTABLE,40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT THE FORK 5MM THROUGH THE TRIPLE CLAMP,1602,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,REMOVE CENT.FRONT COVER TO ACCES UP. TR. CLAMP,SJ14,e13*168/2013*00047*02
,,SL-YA06-SSA021,,,YAMAHA,"FZS 600 FAZER LINEAR 8,5 N/mm",98-03,1278,SAE 20,150 MM,NOT AD/ 00> 6 RINGS,28 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKLEGS 15 MM TROUGH UPPER TRIPLE-CLAMP (STANDARD 0 MM),,,,,,,,RJ02,
2023-12-13,,SP-YA07-SSA024,SP-YA07-SSB024,SP-YA07-SSC024,YAMAHA,MT-07,18-24,1603,SAE 15,150 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 150 MM PRELOAD BUSH,1733,pos 2,10 MM,NOT ADJUSTABLE,"0,5 turn open",,,RM17,
,,SL-YA06-SSA023,,,YAMAHA,"FZS 600 FAZER LINEAR 9,5 N/mm",98-03,1280,SAE 20,150 MM,NOT AD/ 00> 6 RINGS,28 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKLEGS 15 MM TROUGH UPPER TRIPLE-CLAMP (STANDARD 0 MM),,,,,,,,RJ02,
,,SL-YA06-SSA024,,,YAMAHA,FZS 600 FAZER LINEAR 10 N/mm,98-03,1281,SAE 20,150 MM,NOT AD/ 00> 6 RINGS,28 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKLEGS 15 MM TROUGH UPPER TRIPLE-CLAMP (STANDARD 0 MM),,,,,,,,RJ02,
2015-01-22,,SL-YA06-SSA025,,,YAMAHA,R6 LINEAR 9 N/mm,08-15,1291,SAE 10,130 MM,3 TO 4 RINGS OUT,24 MM,LOW COMPR. 8-12 KLICKS,8-10 KLICKS,HIGH COMPR. 2 TURNS OPEN,,,,,,,,,
2015-01-22,,SL-YA06-SSA026,,,YAMAHA,"R6 LINEAR 9,5 N/mm",08-15,1292,SAE 10,130 MM,3 TO 4 RINGS OUT,24 MM,LOW COMPR. 8-12 KLICKS,8-10 KLICKS,HIGH COMPR. 2 TURNS OPEN,,,,,,,,,
2015-01-22,,SL-YA06-SSA027,,,YAMAHA,R6 LINEAR 10 N/mm,08-15,1293,SAE 10,130 MM,3 TO 4 RINGS OUT,24 MM,LOW COMPR. 8-12 KLICKS,8-10 KLICKS,HIGH COMPR. 2 TURNS OPEN,,,,,,,,,
,,SL-YA06-SSA028,,,YAMAHA,"TT 600 LINEAR 3,8 N/mm",85-89,2105,"SAE 7,5",180 MM,,,,,,,,,,,,,59 X,
,,SL-YA06-SSA029,,,YAMAHA,"TT 600 /E LINEAR 3,6 N/mm",93-98,2102,"SAE 7,5",120 MM,,,,,,,,,,,,,4 LW/4 GV,
2025-10-29,UD L,,,,YAMAHA,TENERE 700 EXPLORE 35mm LOWER,23-24,,2x SAE 10,110 MM,7 rings out,70 MM,15 CLICKS OPEN,14 CLICKS OPEN,MOUNT THE PROGRESSIVE SIDE UP (SLIGHTLY PINCHED). MOUNT THE FORK 10 MM THROUGH THE TRIPLE CLAMP,,HPA on MIN,40 MM,14 Clicks open,10 Clicks Open,,,,
2024-11-26,,SP-YA06-SSA049,SP-YA06-SSB049,SP-YA06-SSC049,YAMAHA,XT 660 Z TENERE no ABS (kayaba with fork preload adjuster),12-15,1089,SAE 15,500 CC,Mid Preload,55 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1301,POS. 1-2,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,DM02/E,e9*2002/24*0415*02
2023-10-09,L,SP-YA07-SSA027,LK-YA07-004-35,SP-YA07-SLS027,YAMAHA,TENERE 700 35mm lower,19-24,1795,2X SAE 10,90 MM,NOT ADJUSTABLE,75 MM,15 CLICKS OPEN,17 CLICKS OPEN,MOUNT THE PROGRESSIVE SIDE UP (SLIGHTLY PINCHED). MOUNT THE FORK 20 MM THROUGH THE TRIPLE CLAMP,LK-YA07-004-35,HPA on MIN,40 MM,16 CLICKS OPEN,10 CLICKS OPEN,,,DM07,e13*168/2013*00648
,,SP-YA07-SSA004,SP-YA07-SSB004,SP-YA07-SSC004,YAMAHA,YZF 750 SP (RACE VERSION),93 >,0119,"SAE 7,5",120 MM,R = +/- 2,24 MM,+/- 5 CLICKS,+/- 8 CLICKS,,0093,+/- 27 MM,12 MM,CLICKS = MAX (OPEN),+/- 18 CLICKS,,,4HN / HT,
2023-10-06,,SL-YA06-SSA020,,,YAMAHA,FZR 600 R  & YZF 600 THUNDERCAT LINEAR 10 N/mm,95-01,1277,SAE 10,130 MM,+/- 5 RINGS,23 MM,5 CLCKS OPEN,5 CLICKS OPEN,,,,,,,,,4TV / WD,
2016-11-14,,SP-YA06-SSA007,SP-YA06-SSB007,SP-YA06-SSC007,YAMAHA,XJ 600 SECA 2,92-98,0648,SAE 15,130 MM,,25 MM,,,,0649,POS. 4 -5,13 MM,,,,,RJ01,H 810
,,SP-YA07-SSA006,,,YAMAHA,XV 750 Virago,88-97,1027,SAE 15,160 MM,NOT ADJUSTABLE,35-40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2021-09-24,,SP-YA06-SSA019,SP-YA06-SSB019,SP-YA06-SSC019,YAMAHA,YZF 600 R6,2005,1071,SAE 10,140 MM,6 RINGS OUT,22 MM,8-10 K OPEN,5-7 K OPEN,,0584+LP-SPCR0006,la+5mm P=2-3,10 MM,5-8 K OPEN,2-4 K OPEN,RAISE REAR BY PUTTING 5 MM ON THE LENGHT ADJUSTER.,FOR REAR :LET OP LP-SPCR0006 BIJLEVEREN,RJ09,e13*0073*
2018-03-21,,SP-YA06-SSA018,SP-YA06-SSB018,SP-YA06-SSC018,YAMAHA,XT 660X,04-14,1021,SAE 15,200 MM,NOT ADJUSTABLE,35-40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1022,POS.3-4,20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,DM01,e13*0085*
,,SP-YA06-SSA017,SP-YA06-SSB017,SP-YA06-SSC017,YAMAHA,FZ 600 FAZER,04-09,0883,SAE 15,140 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 130 MM PRELOAD BUSH/RAISE FORKS 5 MM THROUGHT T-CLAMP,1101,POS. 2,10 MM,,,BOTTOM BEARING BUSH NEEDS TO BE REMOVED TO GET THE SHOCK OUT.,,,
2021-09-24,,SP-YA06-SSA016,SP-YA06-SSB016,SP-YA06-SSC016,YAMAHA,YZF 600 R6,03-04,0835,SAE 10,135 MM,7 RINGS OUT,20 MM,4 - 5 CLICKS OPEN,5 - 6 CLICKS OPEN,,0584+LP-SPCR0006,LA = 5 MM   /  POS. 1 - 3,10 MM,8 - 10 CLICKS OPEN,6 - 8 CLCIKS OPEN,!!! RAISE REAR BY PUTTING 5 MM ON THE LENGTH ADJUSTER!!!,FOR REAR :LET OP LP-SPCR0006 BIJLEVEREN,RJ05,
